"Date","Price","Open","High","Low","Vol.","Change %"
"07/24/2020","691.39","684.23","691.41","683.57","104.49M","1.65%"
"07/23/2020","680.20","693.09","695.33","679.86","134.44M","-1.96%"
"07/22/2020","693.80","701.13","702.75","692.92","130.88M","-0.28%"
"07/21/2020","695.76","693.38","696.68","692.48","139.93M","1.55%"
"07/20/2020","685.16","681.15","685.79","679.60","128.23M","1.51%"
"07/17/2020","674.95","663.72","675.32","663.72","86.94M","2.02%"
"07/16/2020","661.58","666.46","666.80","659.26","72.60M","-0.87%"
"07/15/2020","667.39","669.10","670.56","663.23","77.20M","0.73%"
"07/14/2020","662.55","658.11","663.68","648.47","86.42M","-0.59%"
"07/13/2020","666.49","696.05","703.24","664.31","118.35M","-2.66%"
"07/10/2020","684.71","678.27","685.39","676.14","86.17M","1.90%"
"07/09/2020","671.96","672.12","674.30","658.95","112.07M","1.08%"
"07/08/2020","664.80","661.18","666.62","659.09","128.46M","2.02%"
"07/07/2020","651.66","646.98","652.44","646.25","110.32M","1.03%"
"07/06/2020","644.99","643.54","645.31","641.12","127.63M","1.89%"
"07/03/2020","633.02","630.63","633.02","627.41","88.72M","0.88%"
"07/02/2020","627.51","621.30","628.22","621.30","122.38M","1.19%"
"06/30/2020","620.13","610.75","620.47","610.75","118.66M","1.95%"
"06/29/2020","608.25","601.01","608.48","599.87","102.28M","1.59%"
"06/26/2020","598.74","597.80","601.37","588.35","87.04M","0.47%"
"06/25/2020","595.96","585.42","595.99","585.25","80.48M","1.91%"
"06/24/2020","584.79","588.17","589.34","578.26","80.74M","-0.35%"
"06/23/2020","586.84","581.69","586.87","581.65","82.30M","1.63%"
"06/22/2020","577.44","571.93","578.29","571.93","73.87M","1.81%"
"06/19/2020","567.20","559.90","567.20","559.65","72.46M","1.60%"
"06/18/2020","558.27","559.70","560.37","557.51","63.42M","-0.27%"
"06/17/2020","559.79","564.02","564.45","559.65","66.97M","-0.47%"
"06/16/2020","562.46","565.42","566.83","560.60","75.86M","0.47%"
"06/15/2020","559.82","549.25","560.55","545.99","80.46M","0.88%"
"06/12/2020","554.91","552.02","558.92","551.72","71.31M","1.97%"
"06/11/2020","544.20","562.55","563.39","543.08","93.61M","-4.09%"
"06/10/2020","567.38","567.89","568.50","560.67","78.77M","0.46%"
"06/09/2020","564.79","566.79","567.26","562.87","77.09M","-0.06%"
"06/08/2020","565.12","560.95","565.39","560.02","93.36M","1.47%"
